agent_id,comparison_id,decision_before,decision_after,changed,utility_A,utility_B,utility_A_norm,utility_B_norm,penalty_A,penalty_B,v1_A,v2_A,v3_A,v1_B,v2_B,v3_B
15213,15213_0,1,1,0,-0.6494461346722038,-0.7659537645178058,-1.1494461346722038,-1.2659537645178058,0.5,0.5,-0.7592593,-0.46296296,-0.5555556,-1.0,-0.3888889,-0.56584364
15213,15213_0,1,1,0,-0.6027810817978241,-0.676846266680392,-1.102781081797824,-1.176846266680392,0.5,0.5,-1.0,-0.3859649,-0.2631579,-0.84210527,-0.5263158,-0.5355494
15213,15213_0,1,1,0,-0.547924525494013,-0.6162085297593805,-1.047924525494013,-1.1162085297593805,0.5,0.5,-0.8518519,-0.4074074,-0.28806585,-1.0,-0.35185185,-0.28806585
15213,15213_0,0,0,0,-0.7714998809294482,-0.7232762445675571,-1.2714998809294482,-1.2232762445675571,0.5,0.5,-1.0,-0.2962963,-0.5761317,-0.9074074,-0.35185185,-0.56584364
15213,15213_0,0,0,0,-0.9628930138006743,-0.5111863981278292,-1.4628930138006742,-1.0111863981278293,0.5,0.5,-0.9,-0.31666666,-1.0166667,-0.81666666,-0.43333334,-0.25
15213,15213_0,1,1,0,-0.5592411397843193,-0.6052699193677129,-1.0592411397843193,-1.105269919367713,0.5,0.5,-0.8947368,-0.47368422,-0.2723915,-1.0,-0.36842105,-0.2677747
15246,15246_0,0,0,0,-0.6356409065767763,-0.2440214470497955,-1.1356409065767763,-0.7440214470497954,0.5,0.5,-0.48333332,-0.21666667,-1.0333333,-0.36666667,-0.23333333,-0.25416666
15246,15246_0,0,0,0,-0.6676713024413616,-0.6270904457708406,-1.1676713024413616,-1.1270904457708406,0.5,0.5,-0.36666667,-0.3,-1.0166667,-0.46666667,-0.21666667,-1.0166667
15246,15246_0,0,0,0,-0.618539933661935,-0.37869173829416947,-1.118539933661935,-0.8786917382941695,0.5,0.5,-0.46666667,-0.21666667,-1.0,-0.35,-0.23333333,-0.51666665
15246,15246_0,0,0,0,-0.724050166848933,-0.5572475164099269,-1.224050166848933,-1.0572475164099269,0.5,0.5,-0.96666664,-0.43333334,-1.0,-0.73333335,-0.6,-0.51666665
15246,15246_0,1,1,0,-0.5085504864574206,-0.7582521639815855,-1.0085504864574206,-1.2582521639815853,0.5,0.5,-0.7,-0.5,-0.51666665,-0.96666664,-0.43333334,-1.0666667
15246,15246_0,0,0,0,-0.8193036043031234,-0.4834351852599436,-1.3193036043031234,-0.9834351852599437,0.5,0.5,-0.6969697,-0.6666667,-0.9641873,-1.0,-0.4848485,-0.48209366
15246,15246_0,1,1,0,-0.23804290409959106,-0.6347722753562027,-0.7380429040995911,-1.1347722753562026,0.5,0.5,-0.55,-0.21666667,-0.25833333,-0.4,-0.25,-1.0
15246,15246_0,0,0,0,-0.5795603951662279,-0.42850668339445885,-1.079560395166228,-0.9285066833944589,0.5,0.5,-1.0,-0.4,-0.75,-0.75,-0.475,-0.384375
15246,15246_0,1,1,0,-0.4760858030688851,-0.757383481458042,-0.976085803068885,-1.257383481458042,0.5,0.5,-0.93333334,-0.43333334,-0.51666665,-0.6666667,-0.46666667,-1.0333333
15266,15266_0,0,0,0,-0.638118411454048,-0.5835892570455732,-1.1381184114540481,-1.0835892570455732,0.5,0.5,-1.0,-0.33333334,-0.51666665,-0.73333335,-0.4,-0.53333336
15266,15266_0,1,1,0,-0.8406856967526319,-0.8450443088574332,-0.8406856967526319,-0.8450443088574332,0.0,0.0,-0.26666668,-0.16666667,-1.0333333,-0.38333333,-0.13333334,-1.0
15266,15266_0,0,0,0,-0.8534202912795629,-0.25837598242212967,-0.8534202912795629,-0.25837598242212967,0.0,0.0,-0.41666666,-0.16666667,-1.0,-0.28333333,-0.18333334,-0.25
15266,15266_0,0,0,0,-0.5913126059780113,-0.549293812419975,-1.0913126059780112,-1.0492938124199749,0.5,0.5,-1.0,-0.23529412,-0.45415226,-0.7941176,-0.2647059,-0.46712804
15266,15266_0,0,0,0,-0.8658136440190211,-0.5,-0.8658136440190211,-0.5,0.0,0.0,-0.36666667,-0.16666667,-1.0333333,-0.5,-0.13333334,-0.5
15266,15266_0,1,1,0,-0.5962384867794246,-0.9328215008832637,-1.0962384867794246,-1.4328215008832637,0.5,0.5,-0.8333333,-0.26666668,-0.51666665,-0.6333333,-0.33333334,-1.0333333
15266,15266_0,0,0,0,-0.9748720502208159,-0.5711105495642155,-1.474872050220816,-1.0711105495642155,0.5,0.5,-0.9,-0.3,-1.0,-0.73333335,-0.33333334,-0.51666665
15266,15266_0,0,0,0,-1.0499147251045606,-0.9497441004416318,-1.5499147251045606,-1.4497441004416318,0.5,0.5,-1.0,-0.26666668,-1.0666667,-0.8,-0.33333334,-1.0
15266,15266_0,0,0,0,-0.8742749762086404,-0.27405962359224734,-0.8742749762086404,-0.27405962359224734,0.0,0.0,-0.45,-0.13333334,-1.0166667,-0.33333334,-0.15,-0.25416666
15296,15296_0,0,0,0,-0.25482926176422344,-0.2403237147951066,-0.7548292617642234,-0.7403237147951066,0.5,0.5,-1.0,-0.34567901,-0.18747142,-0.7407407,-0.39506173,-0.18975766
15296,15296_0,0,0,0,-0.9349677482697841,-0.9257750294960104,-1.4349677482697842,-1.4257750294960103,0.5,0.5,-0.6984127,-0.44444445,-0.9826153,-1.0,-0.34920636,-0.95238096
15296,15296_0,0,0,0,-0.8778525263442614,-0.27000370020713993,-1.3778525263442614,-0.7700037002071399,0.5,0.5,-1.0,-0.3880597,-0.8955224,-0.70149255,-0.4477612,-0.2238806
15296,15296_0,0,0,0,-0.2308347867991318,-0.2190434223659488,-0.7308347867991318,-0.7190434223659488,0.5,0.5,-1.0,-0.23076923,-0.16664654,-0.8021978,-0.25274727,-0.16845791
15296,15296_0,1,1,0,-0.41090699619124804,-0.7370709510972472,-0.910906996191248,-1.2370709510972473,0.5,0.5,-1.0,-0.25925925,-0.37037036,-0.7407407,-0.34567901,-0.75903064
15296,15296_0,0,0,0,-0.47397891010440685,-0.28882361056945577,-0.9739789101044068,-0.7888236105694557,0.5,0.5,-0.74626863,-0.41791046,-0.4544442,-1.0,-0.3283582,-0.2272221
15296,15296_0,0,0,0,-0.4448761082336025,-0.25738449164971666,-0.9448761082336026,-0.7573844916497167,0.5,0.5,-1.0,-0.3243243,-0.4054054,-0.7972973,-0.3783784,-0.20544192
15296,15296_0,1,1,0,-0.3992424753294096,-0.41892645815168106,-0.8992424753294096,-0.9189264581516811,0.5,0.5,-0.79012346,-0.33333334,-0.37037036,-1.0,-0.25925925,-0.37951532
15296,15296_0,0,0,0,-0.8079729643433615,-0.25140604811543743,-1.3079729643433615,-0.7514060481154374,0.5,0.5,-1.0,-0.2837838,-0.8217677,-0.7432432,-0.33783785,-0.20544192
15312,15312_0,0,0,0,-0.32258064,-0.29032257,-0.82258064,-0.7903225700000001,0.5,0.5,-0.8548387,-0.32258064,-0.48387095,-1.0,-0.29032257,-0.49167535
15312,15312_0,0,0,0,-0.35,-0.3,-0.85,-0.8,0.5,0.5,-0.53333336,-0.35,-1.0,-0.71666664,-0.3,-0.25833333
15312,15312_0,1,1,0,-0.41860464,-0.5116279,-0.91860464,-1.0116279000000001,0.5,0.5,-1.0,-0.41860464,-0.6976744,-0.8604651,-0.5116279,-0.3650622
15312,15312_0,1,1,0,-0.36666667,-0.4,-0.86666667,-0.9,0.5,0.5,-0.9166667,-0.36666667,-1.0333333,-0.78333336,-0.4,-1.0166667
15312,15312_0,1,1,0,-0.38333333,-0.43333334,-0.88333333,-0.93333334,0.5,0.5,-0.76666665,-0.38333333,-1.0,-0.6,-0.43333334,-0.5
15312,15312_0,1,1,0,-0.28333333,-0.33333334,-0.78333333,-0.83333334,0.5,0.5,-0.76666665,-0.28333333,-0.25416666,-0.65,-0.33333334,-1.0166667
15312,15312_0,0,0,0,-0.35,-0.28333333,-0.85,-0.78333333,0.5,0.5,-0.53333336,-0.35,-1.0,-0.76666665,-0.28333333,-0.25
15312,15312_0,0,0,0,-0.36666667,-0.33333334,-0.86666667,-0.83333334,0.5,0.5,-0.53333336,-0.36666667,-1.0,-0.76666665,-0.33333334,-0.5083333
15312,15312_0,0,0,0,-0.33870968,-0.29032257,-0.83870968,-0.7903225700000001,0.5,0.5,-0.7096774,-0.33870968,-0.4994797,-1.0,-0.29032257,-0.9677419
15318,15318_0,0,0,0,-0.7767126719963846,-0.7382469254363122,-0.7767126719963846,-0.7382469254363122,0.0,0.0,-0.75,-0.2,-0.825,-1.0,-0.15,-0.7875
15318,15318_0,1,1,0,-0.9266032614345047,-0.9586489021872648,-0.9266032614345047,-0.9586489021872648,0.0,0.0,-0.25,-0.05,-1.0,-0.18333334,-0.06666667,-1.0333333
15318,15318_0,0,0,0,-0.9266032614345047,-0.2358357173764719,-0.9266032614345047,-0.2358357173764719,0.0,0.0,-0.26666668,-0.05,-1.0,-0.18333334,-0.06666667,-0.25
15318,15318_0,1,1,0,-0.6682738205870762,-0.7003829625349973,-0.6682738205870762,-0.7003829625349973,0.0,0.0,-1.0,-0.13636364,-0.7128099,-0.8181818,-0.18181819,-0.74380165
15318,15318_0,0,0,0,-0.9586489021872648,-0.46523312383739696,-0.9586489021872648,-0.46523312383739696,0.0,0.0,-0.25,-0.06666667,-1.0333333,-0.33333334,-0.05,-0.5
15318,15318_0,0,0,0,-0.9637995507651829,-0.48447509928525184,-0.9637995507651829,-0.48447509928525184,0.0,0.0,-0.4,-0.13333334,-1.0333333,-0.53333336,-0.1,-0.51666665
15318,15318_0,0,0,0,-0.9304662476747939,-0.4870504239605095,-0.9304662476747939,-0.4870504239605095,0.0,0.0,-0.6,-0.1,-1.0,-0.46666667,-0.13333334,-0.51666665
15318,15318_0,1,1,0,-0.9330415723500515,-0.9919822967790842,-0.9330415723500515,-0.9919822967790842,0.0,0.0,-0.53333336,-0.13333334,-1.0,-0.6666667,-0.1,-1.0666667
15318,15318_0,0,0,0,-0.9419822967790842,-0.23968046237151264,-0.9419822967790842,-0.23968046237151264,0.0,0.0,-0.3,-0.05,-1.0166667,-0.21666667,-0.06666667,-0.25416666
15319,15319_0,0,0,0,-0.9601717047730352,-0.2465816848787677,-0.9601717047730352,-0.2465816848787677,0.0,0.0,-0.53333336,-0.11666667,-1.0166667,-0.38333333,-0.13333334,-0.25416666
15319,15319_0,1,1,0,-0.241630371565715,-0.9622641117246759,-0.241630371565715,-0.9622641117246759,0.0,0.0,-0.6,-0.11666667,-0.25,-0.45,-0.15,-1.0166667
15319,15319_0,1,1,0,-0.4748911140694229,-0.9757921053774087,-0.4748911140694229,-0.9757921053774087,0.0,0.0,-0.45,-0.1,-0.5,-0.4,-0.11666667,-1.0333333
15319,15319_0,1,1,0,-0.24267657535539644,-0.9435050066562015,-0.24267657535539644,-0.9435050066562015,0.0,0.0,-0.41666666,-0.13333334,-0.25,-0.48333332,-0.1,-1.0
15319,15319_0,0,0,0,-0.4550185780067157,-0.45305694629338933,-0.9550185780067157,-0.9530569462933893,0.5,0.5,-0.90625,-0.25,-0.46875,-1.0,-0.21875,-0.46875
15319,15319_0,0,0,0,-0.9852079382290972,-0.4832607425037079,-1.4852079382290972,-0.9832607425037079,0.5,0.5,-0.8666667,-0.26666668,-1.0333333,-0.96666664,-0.23333333,-0.5
15319,15319_0,1,1,0,-0.5755254071265284,-0.5778503047856661,-1.0755254071265283,-1.0778503047856662,0.5,0.5,-1.0,-0.25925925,-0.5967078,-0.7777778,-0.2962963,-0.5967078
15319,15319_0,1,1,0,-0.4926039691145486,-0.9757921053774087,-0.4926039691145486,-0.9757921053774087,0.0,0.0,-0.33333334,-0.13333334,-0.51666665,-0.45,-0.11666667,-1.0333333
15319,15319_0,0,0,0,-1.0164489268834016,-0.507250819031478,-1.5164489268834016,-1.007250819031478,0.5,0.5,-0.8333333,-0.26666668,-1.0666667,-0.6,-0.36666667,-0.51666665
15373,15373_0,1,1,0,-0.28282827,-0.3131313,-0.78282827,-0.8131313,0.5,0.5,-1.0,-0.28282827,-0.61830425,-0.74747473,-0.3131313,-0.15304561
15373,15373_0,1,1,0,-0.31914893,-0.42553192,-0.81914893,-0.9255319200000001,0.5,0.5,-1.0,-0.31914893,-0.64508826,-0.79787236,-0.42553192,-0.64508826
15373,15373_0,1,1,0,-0.29787233,-0.32978722,-0.79787233,-0.82978722,0.5,0.5,-1.0,-0.29787233,-0.63829786,-0.7446808,-0.32978722,-0.32593933
15373,15373_0,1,1,0,-0.3030303,-0.4040404,-0.8030303,-0.9040404,0.5,0.5,-1.0,-0.3030303,-0.3030303,-0.74747473,-0.4040404,-0.15304561
15373,15373_0,1,1,0,-0.3030303,-0.33333334,-0.8030303,-0.83333334,0.5,0.5,-1.0,-0.3030303,-0.30915213,-0.6969697,-0.33333334,-0.15304561
15373,15373_0,1,1,0,-0.33027524,-0.44954127,-0.83027524,-0.94954127,0.5,0.5,-1.0,-0.33027524,-0.14013971,-0.6972477,-0.44954127,-0.28027943
15373,15373_0,0,0,0,-0.3119266,-0.27522936,-0.8119266,-0.77522936,0.5,0.5,-0.7522936,-0.3119266,-0.5504587,-1.0,-0.27522936,-0.14013971
15373,15373_0,1,1,0,-0.26666668,-0.31111112,-0.7666666799999999,-0.8111111200000001,0.5,0.5,-1.0,-0.26666668,-0.22222222,-0.74814814,-0.31111112,-0.111934155
15373,15373_0,1,1,0,-0.29787233,-0.35106382,-0.79787233,-0.85106382,0.5,0.5,-1.0,-0.29787233,-0.16127206,-0.70212764,-0.35106382,-0.32254413
15402,15402_0,1,1,0,-0.4807490157302035,-0.9841363431940066,-0.4807490157302035,-1.4841363431940064,0.0,0.5,-0.73333335,-0.2,-0.5,-0.5,-0.26666668,-1.0333333
15402,15402_0,1,1,0,-0.48320007288955263,-0.9755803497574084,-0.48320007288955263,-0.9755803497574084,0.0,0.0,-0.33333334,-0.11666667,-0.5083333,-0.23333333,-0.13333334,-1.0333333
15402,15402_0,0,1,1,-0.6192518634904373,-0.5794656167788838,-0.6192518634904373,-1.0794656167788839,0.0,0.5,-1.0,-0.2,-0.648,-0.68,-0.28,-0.6
15402,15402_0,0,0,0,-0.9819973438723077,-0.9529420393072079,-1.4819973438723077,-1.4529420393072079,0.5,0.5,-0.56666666,-0.23333333,-1.0333333,-0.43333334,-0.26666668,-1.0
15402,15402_0,0,0,0,-0.9884143392706061,-0.4828880137685033,-1.488414339270606,-0.9828880137685033,0.5,0.5,-0.5,-0.33333334,-1.0333333,-0.6,-0.23333333,-0.5
15402,15402_0,1,1,0,-0.9455255873506574,-0.9493002882613053,-1.4455255873506574,-1.4493002882613053,0.5,0.5,-1.0,-0.3529412,-0.98615915,-0.88235295,-0.4117647,-0.98615915
15402,15402_0,0,0,0,-1.0089137452655121,-0.979858345834008,-1.0089137452655121,-0.979858345834008,0.0,0.0,-0.56666666,-0.16666667,-1.0666667,-0.5,-0.2,-1.0333333
15402,15402_0,0,0,0,-0.9578442459255124,-0.24358300524340118,-0.9578442459255124,-0.24358300524340118,0.0,0.0,-0.28333333,-0.1,-1.0166667,-0.25,-0.15,-0.25
15402,15402_0,1,1,0,-0.8481387950125037,-0.8985942573300036,-1.3481387950125037,-1.3985942573300036,0.5,0.5,-1.0,-0.3888889,-0.8796296,-0.8888889,-0.5,-0.9259259
15408,15408_0,0,0,0,-0.985089071321247,-0.31653245911495664,-0.985089071321247,-0.31653245911495664,0.0,0.0,-0.85,-0.18333334,-1.0166667,-0.5833333,-0.2,-0.25416666
15408,15408_0,1,1,0,-0.3826260139255595,-0.9598269683782448,-0.3826260139255595,-1.4598269683782448,0.0,0.5,-0.95,-0.2,-0.25,-0.71666664,-0.26666668,-1.0166667
15408,15408_0,0,0,0,-0.9575470063282517,-0.5378931468358741,-0.9575470063282517,-0.5378931468358741,0.0,0.0,-0.6333333,-0.2,-1.0333333,-0.7,-0.16666667,-0.5
15408,15408_0,0,0,0,-0.9557913255337179,-0.3257862936717483,-0.9557913255337179,-0.8257862936717483,0.0,0.5,-0.76666665,-0.16666667,-1.0,-0.65,-0.21666667,-0.25
15408,15408_0,1,1,0,-0.409283106785994,-0.4278581757923522,-0.909283106785994,-0.9278581757923522,0.5,0.5,-0.9019608,-0.23529412,-0.29411766,-1.0,-0.21568628,-0.29411766
15408,15408_0,0,0,0,-0.7130912619496039,-0.4537703970019943,-1.213091261949604,-0.9537703970019943,0.5,0.5,-0.9130435,-0.26086956,-0.6663516,-1.0,-0.23913044,-0.32608697
15408,15408_0,0,0,0,-0.49272684604916606,-0.4521270428905537,-0.9927268460491661,-0.9521270428905537,0.5,0.5,-1.0,-0.26190478,-0.37414965,-0.78571427,-0.30952382,-0.37414965
15408,15408_0,0,1,1,-0.9701780615890676,-0.51666665,-0.9701780615890676,-1.01666665,0.0,0.5,-0.7,-0.2,-1.0333333,-0.51666665,-0.21666667,-0.51666665
15408,15408_0,1,1,0,-0.4441751223503638,-0.8277614685131163,-0.9441751223503638,-1.3277614685131163,0.5,0.5,-0.7,-0.45,-0.384375,-1.0,-0.35,-0.7875
15420,15420_0,0,0,0,-0.9585000710682163,-0.5678889450283429,-0.9585000710682163,-0.5678889450283429,0.0,0.0,-1.0,-0.17142858,-0.8816326,-0.75714284,-0.18571429,-0.21734694
15420,15420_0,1,0,1,-0.8323610832423921,-0.9680560278855403,-1.3323610832423922,-0.9680560278855403,0.5,0.0,-0.7910448,-0.25373134,-0.9088884,-1.0,-0.19402985,-0.9088884
15420,15420_0,1,1,0,-0.6462972774104598,-0.963369872321574,-0.6462972774104598,-0.963369872321574,0.0,0.0,-0.74626863,-0.19402985,-0.4611272,-1.0,-0.17910448,-0.8955224
15420,15420_0,1,0,1,-0.5678889450283429,-0.7996556058121518,-1.0678889450283429,-0.7996556058121518,0.5,0.0,-0.75714284,-0.24285714,-0.21734694,-1.0,-0.18571429,-0.42857143
15420,15420_0,1,1,0,-0.5307805384868818,-0.8039486901814877,-0.5307805384868818,-0.8039486901814877,0.0,0.0,-0.7,-0.2,-0.21734694,-1.0,-0.18571429,-0.4408163
15420,15420_0,1,0,1,-0.5878875603861817,-0.7185497106958283,-1.0878875603861817,-0.7185497106958283,0.5,0.0,-0.6923077,-0.26923078,-0.3944773,-1.0,-0.1923077,-0.19723865
15420,15420_0,0,0,0,-0.7525795776164806,-0.7185497106958283,-0.7525795776164806,-0.7185497106958283,0.0,0.0,-0.74358976,-0.1923077,-0.7692308,-1.0,-0.16666667,-0.19723865
15420,15420_0,1,1,0,-0.5424002968391819,-0.7589606501401468,-0.5424002968391819,-0.7589606501401468,0.0,0.0,-0.75,-0.1875,-0.15787761,-1.0,-0.15625,-0.3125
15420,15420_0,1,0,1,-0.61487673375571,-0.7290619889424543,-1.11487673375571,-0.7290619889424543,0.5,0.0,-0.70149255,-0.20895523,-0.4544442,-1.0,-0.17910448,-0.2272221
15481,15481_0,1,1,0,-0.49010931910896627,-1.005220096301458,-0.49010931910896627,-1.505220096301458,0.0,0.5,-0.56666666,-0.2,-0.5,-0.4,-0.23333333,-1.0333333
15481,15481_0,0,0,0,-1.0014113098872666,-0.49471611887512124,-1.0014113098872666,-0.49471611887512124,0.0,0.0,-0.18333334,-0.13333334,-1.0333333,-0.26666668,-0.11666667,-0.5083333
15481,15481_0,1,1,0,-0.7365148132085146,-0.8061440498312114,-1.2365148132085146,-1.3061440498312114,0.5,0.5,-0.7,-0.35,-0.75,-1.0,-0.25,-0.825
15481,15481_0,0,1,1,-1.004248113121596,-0.9740450431320657,-1.004248113121596,-1.4740450431320657,0.0,0.5,-0.46666667,-0.2,-1.0333333,-0.33333334,-0.26666668,-1.0
15481,15481_0,1,1,0,-0.4910098753680021,-1.0074497708075065,-0.9910098753680021,-1.5074497708075065,0.5,0.5,-0.46666667,-0.23333333,-0.5,-0.4,-0.3,-1.0333333
15481,15481_0,0,0,0,-1.110179433995048,-1.108378321163953,-1.610179433995048,-1.608378321163953,0.5,0.5,-0.73333335,-0.46666667,-1.1333333,-0.93333334,-0.4,-1.1333333
15481,15481_0,1,1,0,-1.0041052592156592,-1.0352804095165893,-1.0041052592156592,-1.0352804095165893,0.0,0.0,-0.4,-0.2,-1.0333333,-0.46666667,-0.16666667,-1.0666667
15481,15481_0,1,1,0,-0.24599092960838326,-0.9843301425704956,-0.24599092960838326,-0.9843301425704956,0.0,0.0,-0.2,-0.13333334,-0.25,-0.23333333,-0.1,-1.0166667
15481,15481_0,0,0,0,-1.1126948170033004,-1.0440842470847835,-1.6126948170033004,-1.5440842470847835,0.5,0.5,-0.8666667,-0.53333336,-1.1333333,-0.93333334,-0.4,-1.0666667
15489,15489_0,1,1,0,-0.4120077581887788,-0.9499325965333272,-0.9120077581887789,-1.4499325965333272,0.5,0.5,-0.74626863,-0.26865673,-0.2272221,-1.0,-0.25373134,-0.9222544
15489,15489_0,0,0,0,-0.9790690953477308,-0.9056067552012164,-1.4790690953477308,-1.4056067552012164,0.5,0.5,-1.0,-0.2857143,-0.9674981,-0.7936508,-0.3809524,-0.9674981
15489,15489_0,1,1,0,-0.5819919328193088,-0.969333805535289,-1.0819919328193088,-1.469333805535289,0.5,0.5,-0.74603176,-0.2857143,-0.49130765,-1.0,-0.26984128,-0.95238096
15489,15489_0,1,1,0,-0.4120077581887788,-0.6443636320312505,-0.9120077581887789,-1.1443636320312505,0.5,0.5,-0.74626863,-0.35820895,-0.2272221,-1.0,-0.26865673,-0.4477612
15489,15489_0,0,0,0,-0.6529712048679839,-0.39606703431203233,-1.1529712048679839,-0.8960670343120323,0.5,0.5,-1.0,-0.26865673,-0.4611272,-0.70149255,-0.2835821,-0.2272221
15489,15489_0,0,0,0,-0.5134913665854592,-0.49007643731873163,-1.0134913665854592,-0.9900764373187316,0.5,0.5,-0.6891892,-0.3918919,-0.41636232,-1.0,-0.2837838,-0.20818116
15489,15489_0,0,0,0,-0.7867560713454492,-0.49007643731873163,-1.2867560713454491,-0.9900764373187316,0.5,0.5,-0.7432432,-0.27027026,-0.8108108,-1.0,-0.24324325,-0.20818116
15489,15489_0,0,0,0,-0.5683142770407896,-0.37334805192649123,-1.0683142770407896,-0.8733480519264912,0.5,0.5,-1.0,-0.23076923,-0.32967034,-0.74725276,-0.26373628,-0.16664654
15489,15489_0,0,0,0,-0.5601714223777989,-0.5117746369588642,-1.060171422377799,-1.0117746369588643,0.5,0.5,-0.6984127,-0.3015873,-0.48374906,-1.0,-0.26984128,-0.24187453
15562,15562_0,0,0,0,-1.00513249276224,-0.30895412777010617,-1.00513249276224,-0.30895412777010617,0.0,0.0,-0.93333334,-0.15,-1.0166667,-0.65,-0.18333334,-0.25416666
15562,15562_0,1,1,0,-0.34034549508636025,-0.9241689849564272,-0.34034549508636025,-1.4241689849564272,0.0,0.5,-1.0,-0.15625,-0.234375,-0.75,-0.203125,-0.95214844
15562,15562_0,1,1,0,-0.5392162957501152,-0.9871964904264224,-0.5392162957501152,-0.9871964904264224,0.0,0.0,-0.78333336,-0.15,-0.5,-0.7,-0.16666667,-1.0333333
15562,15562_0,1,1,0,-0.3168983828783661,-0.9792384336157334,-0.3168983828783661,-0.9792384336157334,0.0,0.0,-0.73333335,-0.18333334,-0.25,-0.85,-0.15,-1.0
15562,15562_0,0,0,0,-0.3691933486551493,-0.356835271251398,-0.3691933486551493,-0.356835271251398,0.0,0.0,-1.0,-0.16071428,-0.26785713,-0.91071427,-0.17857143,-0.26785713
15562,15562_0,0,0,0,-0.641595759253407,-0.3918191470759425,-0.641595759253407,-0.3918191470759425,0.0,0.0,-0.9019608,-0.19607843,-0.5997693,-1.0,-0.1764706,-0.29411766
15562,15562_0,1,0,1,-0.3956379026933349,-0.4250869292267029,-0.8956379026933349,-0.4250869292267029,0.5,0.0,-0.78723407,-0.23404256,-0.33272976,-1.0,-0.19148937,-0.33272976
15562,15562_0,0,0,0,-0.9987306976641823,-0.525894010530611,-0.9987306976641823,-0.525894010530611,0.0,0.0,-0.78333336,-0.16666667,-1.0333333,-0.5833333,-0.18333334,-0.51666665
15562,15562_0,1,1,0,-0.3979156764830203,-0.7525600088403608,-0.8979156764830203,-1.2525600088403608,0.5,0.5,-0.70454544,-0.3409091,-0.348657,-1.0,-0.27272728,-0.7128099
15563,15563_0,0,0,0,-0.7064957679395396,-0.29140337237268393,-1.2064957679395396,-0.7914033723726839,0.5,0.5,-1.0,-0.21,-0.606,-0.7,-0.24,-0.1515
15563,15563_0,0,0,0,-0.590904187409149,-0.3539505225316367,-1.090904187409149,-0.8539505225316367,0.5,0.5,-0.7522124,-0.26548672,-0.5356723,-1.0,-0.20353982,-0.13274336
15563,15563_0,0,0,0,-0.7788907478985503,-0.5243188680962785,-1.2788907478985503,-1.0243188680962785,0.5,0.5,-0.8915663,-0.27710843,-0.74031067,-1.0,-0.24096386,-0.36144578
15563,15563_0,0,0,0,-0.7462311009117919,-0.34141891102019395,-1.246231100911792,-0.841418911020194,0.5,0.5,-1.0,-0.21978022,-0.6593407,-0.85714287,-0.2857143,-0.16483517
15563,15563_0,1,1,0,-0.34129905064633176,-0.36680559073250935,-0.8412990506463318,-0.8668055907325094,0.5,0.5,-0.9,-0.23,-0.15,-1.0,-0.21,-0.15
15563,15563_0,1,1,0,-0.37785682214960675,-0.47812069908994925,-0.8778568221496068,-0.9781206990899493,0.5,0.5,-1.0,-0.23076923,-0.16483517,-0.9010989,-0.25274727,-0.33329308
15563,15563_0,0,0,0,-0.39293616077266225,-0.34069385411655,-0.8929361607726622,-0.8406938541165501,0.5,0.5,-1.0,-0.25301206,-0.18507767,-0.79518074,-0.30120483,-0.18507767
15563,15563_0,1,1,0,-0.46627229072743914,-0.8065484330559758,-0.9662722907274391,-1.3065484330559758,0.5,0.5,-0.74698794,-0.30120483,-0.37015533,-1.0,-0.27710843,-0.74031067
15563,15563_0,0,0,0,-0.5489251902064047,-0.32494708775811953,-1.0489251902064047,-0.8249470877581195,0.5,0.5,-1.0,-0.33333334,-0.3944773,-0.7051282,-0.43589744,-0.19477318
15572,15572_0,1,1,0,-0.7007069942143747,-0.7926611738056968,-1.2007069942143747,-1.2926611738056968,0.5,0.5,-0.8363636,-0.5272727,-0.54545456,-1.0,-0.47272727,-0.5553719
15572,15572_0,0,0,0,-0.7153704892424161,-0.45846343999182937,-1.215370489242416,-0.9584634399918294,0.5,0.5,-0.46666667,-0.5,-1.0,-0.6333333,-0.43333334,-0.25833333
15572,15572_0,0,0,0,-0.9018274465220939,-0.6431766588417284,-1.401827446522094,-1.1431766588417283,0.5,0.5,-1.0,-0.68421054,-0.7894737,-0.84210527,-0.81578946,-0.41551247
15572,15572_0,0,0,0,-0.9088079060546177,-0.8387732404332005,-1.4088079060546177,-1.3387732404332005,0.5,0.5,-0.8,-0.53333336,-1.0333333,-0.68333334,-0.5833333,-1.0166667
15572,15572_0,0,0,0,-0.8221065724540204,-0.517789358765008,-1.3221065724540204,-1.017789358765008,0.5,0.5,-0.6666667,-0.55,-1.0,-0.53333336,-0.6333333,-0.5
15572,15572_0,0,0,0,-0.7765105274500992,-0.47430981994967675,-1.2765105274500992,-0.9743098199496767,0.5,0.5,-0.56666666,-0.48333332,-1.0166667,-0.6666667,-0.41666666,-0.25416666
15572,15572_0,1,1,0,-0.4723668244584994,-0.7153704892424161,-0.9723668244584994,-1.215370489242416,0.5,0.5,-0.6666667,-0.41666666,-0.25,-0.46666667,-0.5,-1.0
15572,15572_0,0,0,0,-0.7153704892424161,-0.5928327221129679,-1.215370489242416,-1.092832722112968,0.5,0.5,-0.46666667,-0.53333336,-1.0,-0.6666667,-0.48333332,-0.5083333
15572,15572_0,0,0,0,-0.9555266564555134,-0.578929346972691,-1.4555266564555134,-1.078929346972691,0.5,0.5,-0.9166667,-0.43333334,-1.0,-0.6333333,-0.5,-0.51666665
