agent_id,comparison_id,choice,v1_A,v2_A,v3_A,v1_B,v2_B,v3_B,pref_v1,pref_v2,pref_v3
15147,15147_0,1,-1.0,-0.3970588,-0.22383218,-0.9117647,-0.5147059,-0.22707613,0.0,1.0,1.0
15174,15174_0,2,-0.852459,-0.24590164,-0.24590164,-1.0,-0.22131148,-0.24791722,1.0,0.0,1.0
15174,15174_0,2,-0.7411765,-0.3647059,-0.7058824,-1.0,-0.31764707,-0.18062283,1.0,0.0,0.5
15174,15174_0,2,-1.0,-0.31764707,-0.3529412,-0.84705883,-0.3764706,-0.18062283,0.0,1.0,0.5
15174,15174_0,1,-0.8518519,-0.33333334,-0.5606996,-1.0,-0.30555555,-0.56584364,1.0,0.0,1.0
15174,15174_0,2,-1.0,-0.38202247,-0.6741573,-0.7977528,-0.43820226,-0.33707866,0.0,1.0,0.0
15174,15174_0,2,-1.0,-0.29213482,-0.17043303,-0.85393256,-0.3258427,-0.6817321,0.0,1.0,1.0
15174,15174_0,2,-1.0,-0.29213482,-0.16853933,-0.7078652,-0.3483146,-0.6741573,0.0,1.0,1.0
15174,15174_0,2,-1.0,-0.33707866,-0.34086606,-0.7078652,-0.37078652,-0.6741573,0.0,1.0,0.5
15174,15174_0,1,-1.0,-0.22131148,-0.4918033,-0.704918,-0.25409836,-0.24993281,0.0,1.0,0.5
15180,15180_0,1,-1.0,-0.2767857,-0.13512436,-0.75,-0.3125,-0.13632016,0.0,1.0,1.0
15180,15180_0,2,-0.7011494,-0.3678161,-0.7055093,-1.0,-0.27586207,-0.6896552,1.0,0.0,0.0
15180,15180_0,1,-0.70652175,-0.36956522,-0.16304348,-1.0,-0.32608697,-0.65217394,1.0,0.0,1.0
15180,15180_0,1,-1.0,-0.18253969,-0.11999244,-0.8015873,-0.1984127,-0.120937265,0.0,1.0,1.0
15180,15180_0,2,-0.75,-0.2767857,-0.54528064,-1.0,-0.20535715,-0.26785713,1.0,0.0,0.0
15180,15180_0,1,-1.0,-0.26086956,-0.1648157,-0.75,-0.3478261,-0.3296314,0.0,1.0,1.0
15180,15180_0,2,-1.0,-0.2647059,-0.29411766,-0.7941176,-0.30392158,-0.14850058,0.0,1.0,0.5
15180,15180_0,2,-1.0,-0.20535715,-0.27264032,-0.79464287,-0.26785713,-0.26785713,0.0,1.0,0.0
15180,15180_0,1,-0.74509805,-0.27450982,-0.14850058,-1.0,-0.2254902,-0.5940023,1.0,0.0,1.0
15213,15213_0,1,-1.0,-0.2753623,-0.2173913,-0.6956522,-0.33333334,-0.44108382,0.0,1.0,1.0
15213,15213_0,1,-0.6984127,-0.3809524,-0.9826153,-1.0,-0.34920636,-0.48374906,1.0,0.0,0.0
15213,15213_0,1,-0.7051282,-0.2820513,-0.1923077,-1.0,-0.20512821,-0.19723865,1.0,0.0,1.0
15213,15213_0,1,-0.7592593,-0.46296296,-0.5555556,-1.0,-0.3888889,-0.56584364,1.0,0.0,1.0
15213,15213_0,1,-1.0,-0.3859649,-0.2631579,-0.84210527,-0.5263158,-0.5355494,0.0,1.0,1.0
15213,15213_0,1,-0.8518519,-0.4074074,-0.28806585,-1.0,-0.35185185,-0.28806585,1.0,0.0,0.5
15213,15213_0,2,-1.0,-0.2962963,-0.5761317,-0.9074074,-0.35185185,-0.56584364,0.0,1.0,0.0
15213,15213_0,2,-0.9,-0.31666666,-1.0166667,-0.81666666,-0.43333334,-0.25,0.0,1.0,0.0
15213,15213_0,2,-0.8947368,-0.47368422,-0.2723915,-1.0,-0.36842105,-0.2677747,1.0,0.0,0.0
15246,15246_0,2,-0.48333332,-0.21666667,-1.0333333,-0.36666667,-0.23333333,-0.25416666,0.0,1.0,0.0
15246,15246_0,2,-0.36666667,-0.3,-1.0166667,-0.46666667,-0.21666667,-1.0166667,1.0,0.0,0.5
15246,15246_0,1,-0.46666667,-0.21666667,-1.0,-0.35,-0.23333333,-0.51666665,0.0,1.0,0.5
15246,15246_0,1,-0.96666664,-0.43333334,-1.0,-0.73333335,-0.6,-0.51666665,0.0,1.0,0.5
15246,15246_0,1,-0.7,-0.5,-0.51666665,-0.96666664,-0.43333334,-1.0666667,1.0,0.0,1.0
15246,15246_0,2,-0.6969697,-0.6666667,-0.9641873,-1.0,-0.4848485,-0.48209366,1.0,0.0,0.0
15246,15246_0,1,-0.55,-0.21666667,-0.25833333,-0.4,-0.25,-1.0,0.0,1.0,0.5
15246,15246_0,1,-1.0,-0.4,-0.75,-0.75,-0.475,-0.384375,0.0,1.0,0.5
15246,15246_0,2,-0.93333334,-0.43333334,-0.51666665,-0.6666667,-0.46666667,-1.0333333,0.0,1.0,1.0
15266,15266_0,2,-1.0,-0.33333334,-0.51666665,-0.73333335,-0.4,-0.53333336,0.0,1.0,1.0
15266,15266_0,1,-0.26666668,-0.16666667,-1.0333333,-0.38333333,-0.13333334,-1.0,1.0,0.0,0.0
15266,15266_0,2,-0.41666666,-0.16666667,-1.0,-0.28333333,-0.18333334,-0.25,0.0,1.0,0.0
15266,15266_0,2,-1.0,-0.23529412,-0.45415226,-0.7941176,-0.2647059,-0.46712804,0.0,1.0,1.0
15266,15266_0,2,-0.36666667,-0.16666667,-1.0333333,-0.5,-0.13333334,-0.5,1.0,0.0,0.0
15266,15266_0,1,-0.8333333,-0.26666668,-0.51666665,-0.6333333,-0.33333334,-1.0333333,0.0,1.0,1.0
15266,15266_0,1,-0.9,-0.3,-1.0,-0.73333335,-0.33333334,-0.51666665,0.0,1.0,0.5
15266,15266_0,2,-1.0,-0.26666668,-1.0666667,-0.8,-0.33333334,-1.0,0.0,1.0,0.0
15266,15266_0,2,-0.45,-0.13333334,-1.0166667,-0.33333334,-0.15,-0.25416666,0.0,1.0,0.0
15296,15296_0,2,-1.0,-0.34567901,-0.18747142,-0.7407407,-0.39506173,-0.18975766,0.0,1.0,1.0
15296,15296_0,2,-0.6984127,-0.44444445,-0.9826153,-1.0,-0.34920636,-0.95238096,1.0,0.0,0.0
15296,15296_0,2,-1.0,-0.3880597,-0.8955224,-0.70149255,-0.4477612,-0.2238806,0.0,1.0,0.0
15296,15296_0,2,-1.0,-0.23076923,-0.16664654,-0.8021978,-0.25274727,-0.16845791,0.0,1.0,1.0
15296,15296_0,1,-1.0,-0.25925925,-0.37037036,-0.7407407,-0.34567901,-0.75903064,0.0,1.0,1.0
15296,15296_0,2,-0.74626863,-0.41791046,-0.4544442,-1.0,-0.3283582,-0.2272221,1.0,0.0,0.0
15296,15296_0,1,-1.0,-0.3243243,-0.4054054,-0.7972973,-0.3783784,-0.20544192,0.0,1.0,0.5
15296,15296_0,1,-0.79012346,-0.33333334,-0.37037036,-1.0,-0.25925925,-0.37951532,1.0,0.0,1.0
15296,15296_0,2,-1.0,-0.2837838,-0.8217677,-0.7432432,-0.33783785,-0.20544192,0.0,1.0,0.0
15312,15312_0,2,-0.8548387,-0.32258064,-0.48387095,-1.0,-0.29032257,-0.49167535,1.0,0.0,1.0
15312,15312_0,1,-0.53333336,-0.35,-1.0,-0.71666664,-0.3,-0.25833333,1.0,0.0,0.5
15312,15312_0,1,-1.0,-0.41860464,-0.6976744,-0.8604651,-0.5116279,-0.3650622,0.0,1.0,0.5
15312,15312_0,2,-0.9166667,-0.36666667,-1.0333333,-0.78333336,-0.4,-1.0166667,0.0,1.0,0.0
15312,15312_0,2,-0.76666665,-0.38333333,-1.0,-0.6,-0.43333334,-0.5,0.0,1.0,0.0
15312,15312_0,2,-0.76666665,-0.28333333,-0.25416666,-0.65,-0.33333334,-1.0166667,0.0,1.0,1.0
15312,15312_0,2,-0.53333336,-0.35,-1.0,-0.76666665,-0.28333333,-0.25,1.0,0.0,0.0
15312,15312_0,2,-0.53333336,-0.36666667,-1.0,-0.76666665,-0.33333334,-0.5083333,1.0,0.0,0.5
15312,15312_0,2,-0.7096774,-0.33870968,-0.4994797,-1.0,-0.29032257,-0.9677419,1.0,0.0,0.5
15318,15318_0,2,-0.75,-0.2,-0.825,-1.0,-0.15,-0.7875,1.0,0.0,0.0
15318,15318_0,1,-0.25,-0.05,-1.0,-0.18333334,-0.06666667,-1.0333333,0.0,1.0,1.0
15318,15318_0,2,-0.26666668,-0.05,-1.0,-0.18333334,-0.06666667,-0.25,0.0,1.0,0.0
15318,15318_0,1,-1.0,-0.13636364,-0.7128099,-0.8181818,-0.18181819,-0.74380165,0.0,1.0,1.0
15318,15318_0,2,-0.25,-0.06666667,-1.0333333,-0.33333334,-0.05,-0.5,1.0,0.0,0.0
15318,15318_0,2,-0.4,-0.13333334,-1.0333333,-0.53333336,-0.1,-0.51666665,1.0,0.0,0.0
15318,15318_0,1,-0.6,-0.1,-1.0,-0.46666667,-0.13333334,-0.51666665,0.0,1.0,0.5
15318,15318_0,1,-0.53333336,-0.13333334,-1.0,-0.6666667,-0.1,-1.0666667,1.0,0.0,1.0
15318,15318_0,2,-0.3,-0.05,-1.0166667,-0.21666667,-0.06666667,-0.25416666,0.0,1.0,0.0
15319,15319_0,2,-0.53333336,-0.11666667,-1.0166667,-0.38333333,-0.13333334,-0.25416666,0.0,1.0,0.0
15319,15319_0,1,-0.6,-0.11666667,-0.25,-0.45,-0.15,-1.0166667,0.0,1.0,1.0
15319,15319_0,1,-0.45,-0.1,-0.5,-0.4,-0.11666667,-1.0333333,0.0,1.0,1.0
15319,15319_0,1,-0.41666666,-0.13333334,-0.25,-0.48333332,-0.1,-1.0,1.0,0.0,1.0
15319,15319_0,2,-0.90625,-0.25,-0.46875,-1.0,-0.21875,-0.46875,1.0,0.0,0.5
15319,15319_0,2,-0.8666667,-0.26666668,-1.0333333,-0.96666664,-0.23333333,-0.5,1.0,0.0,0.0
15319,15319_0,2,-1.0,-0.25925925,-0.5967078,-0.7777778,-0.2962963,-0.5967078,0.0,1.0,0.5
15319,15319_0,1,-0.33333334,-0.13333334,-0.51666665,-0.45,-0.11666667,-1.0333333,1.0,0.0,1.0
15319,15319_0,1,-0.8333333,-0.26666668,-1.0666667,-0.6,-0.36666667,-0.51666665,0.0,1.0,0.0
15373,15373_0,2,-1.0,-0.28282827,-0.61830425,-0.74747473,-0.3131313,-0.15304561,0.0,1.0,0.0
15373,15373_0,1,-1.0,-0.31914893,-0.64508826,-0.79787236,-0.42553192,-0.64508826,0.0,1.0,0.5
15373,15373_0,1,-1.0,-0.29787233,-0.63829786,-0.7446808,-0.32978722,-0.32593933,0.0,1.0,0.5
15373,15373_0,1,-1.0,-0.3030303,-0.3030303,-0.74747473,-0.4040404,-0.15304561,0.0,1.0,0.5
15373,15373_0,2,-1.0,-0.3030303,-0.30915213,-0.6969697,-0.33333334,-0.15304561,0.0,1.0,0.0
15373,15373_0,1,-1.0,-0.33027524,-0.14013971,-0.6972477,-0.44954127,-0.28027943,0.0,1.0,1.0
15373,15373_0,1,-0.7522936,-0.3119266,-0.5504587,-1.0,-0.27522936,-0.14013971,1.0,0.0,0.5
15373,15373_0,1,-1.0,-0.26666668,-0.22222222,-0.74814814,-0.31111112,-0.111934155,0.0,1.0,0.5
15373,15373_0,1,-1.0,-0.29787233,-0.16127206,-0.70212764,-0.35106382,-0.32254413,0.0,1.0,1.0
15402,15402_0,1,-0.73333335,-0.2,-0.5,-0.5,-0.26666668,-1.0333333,0.0,1.0,1.0
15402,15402_0,1,-0.33333334,-0.11666667,-0.5083333,-0.23333333,-0.13333334,-1.0333333,0.0,1.0,1.0
15402,15402_0,2,-1.0,-0.2,-0.648,-0.68,-0.28,-0.6,0.0,1.0,0.0
15402,15402_0,2,-0.56666666,-0.23333333,-1.0333333,-0.43333334,-0.26666668,-1.0,0.0,1.0,0.0
15402,15402_0,2,-0.5,-0.33333334,-1.0333333,-0.6,-0.23333333,-0.5,1.0,0.0,0.0
15402,15402_0,1,-1.0,-0.3529412,-0.98615915,-0.88235295,-0.4117647,-0.98615915,0.0,1.0,0.5
15402,15402_0,2,-0.56666666,-0.16666667,-1.0666667,-0.5,-0.2,-1.0333333,0.0,1.0,0.0
15402,15402_0,2,-0.28333333,-0.1,-1.0166667,-0.25,-0.15,-0.25,0.0,1.0,0.0
15402,15402_0,1,-1.0,-0.3888889,-0.8796296,-0.8888889,-0.5,-0.9259259,0.0,1.0,1.0
15408,15408_0,2,-0.85,-0.18333334,-1.0166667,-0.5833333,-0.2,-0.25416666,0.0,1.0,0.0
15408,15408_0,1,-0.95,-0.2,-0.25,-0.71666664,-0.26666668,-1.0166667,0.0,1.0,1.0
15408,15408_0,2,-0.6333333,-0.2,-1.0333333,-0.7,-0.16666667,-0.5,1.0,0.0,0.0
15408,15408_0,2,-0.76666665,-0.16666667,-1.0,-0.65,-0.21666667,-0.25,0.0,1.0,0.0
15408,15408_0,1,-0.9019608,-0.23529412,-0.29411766,-1.0,-0.21568628,-0.29411766,1.0,0.0,0.5
15408,15408_0,2,-0.9130435,-0.26086956,-0.6663516,-1.0,-0.23913044,-0.32608697,1.0,0.0,0.0
15408,15408_0,2,-1.0,-0.26190478,-0.37414965,-0.78571427,-0.30952382,-0.37414965,0.0,1.0,0.5
15408,15408_0,2,-0.7,-0.2,-1.0333333,-0.51666665,-0.21666667,-0.51666665,0.0,1.0,0.0
15408,15408_0,1,-0.7,-0.45,-0.384375,-1.0,-0.35,-0.7875,1.0,0.0,1.0
15420,15420_0,2,-1.0,-0.17142858,-0.8816326,-0.75714284,-0.18571429,-0.21734694,0.0,1.0,0.0
15420,15420_0,1,-0.7910448,-0.25373134,-0.9088884,-1.0,-0.19402985,-0.9088884,1.0,0.0,0.5
15420,15420_0,1,-0.74626863,-0.19402985,-0.4611272,-1.0,-0.17910448,-0.8955224,1.0,0.0,0.5
15420,15420_0,1,-0.75714284,-0.24285714,-0.21734694,-1.0,-0.18571429,-0.42857143,1.0,0.0,0.5
15420,15420_0,1,-0.7,-0.2,-0.21734694,-1.0,-0.18571429,-0.4408163,1.0,0.0,1.0
15420,15420_0,2,-0.6923077,-0.26923078,-0.3944773,-1.0,-0.1923077,-0.19723865,1.0,0.0,0.0
15420,15420_0,1,-0.74358976,-0.1923077,-0.7692308,-1.0,-0.16666667,-0.19723865,1.0,0.0,0.5
15420,15420_0,1,-0.75,-0.1875,-0.15787761,-1.0,-0.15625,-0.3125,1.0,0.0,0.5
15420,15420_0,1,-0.70149255,-0.20895523,-0.4544442,-1.0,-0.17910448,-0.2272221,1.0,0.0,0.0
15481,15481_0,1,-0.56666666,-0.2,-0.5,-0.4,-0.23333333,-1.0333333,0.0,1.0,1.0
15481,15481_0,2,-0.18333334,-0.13333334,-1.0333333,-0.26666668,-0.11666667,-0.5083333,1.0,0.0,0.0
15481,15481_0,1,-0.7,-0.35,-0.75,-1.0,-0.25,-0.825,1.0,0.0,1.0
15481,15481_0,2,-0.46666667,-0.2,-1.0333333,-0.33333334,-0.26666668,-1.0,0.0,1.0,0.0
15481,15481_0,1,-0.46666667,-0.23333333,-0.5,-0.4,-0.3,-1.0333333,0.0,1.0,1.0
15481,15481_0,2,-0.73333335,-0.46666667,-1.1333333,-0.93333334,-0.4,-1.1333333,1.0,0.0,0.5
15481,15481_0,1,-0.4,-0.2,-1.0333333,-0.46666667,-0.16666667,-1.0666667,1.0,0.0,1.0
15481,15481_0,1,-0.2,-0.13333334,-0.25,-0.23333333,-0.1,-1.0166667,1.0,0.0,1.0
15481,15481_0,2,-0.8666667,-0.53333336,-1.1333333,-0.93333334,-0.4,-1.0666667,1.0,0.0,0.0
15489,15489_0,1,-0.74626863,-0.26865673,-0.2272221,-1.0,-0.25373134,-0.9222544,1.0,0.0,1.0
15489,15489_0,2,-1.0,-0.2857143,-0.9674981,-0.7936508,-0.3809524,-0.9674981,0.0,1.0,0.5
15489,15489_0,2,-0.74603176,-0.2857143,-0.49130765,-1.0,-0.26984128,-0.95238096,1.0,0.0,0.5
15489,15489_0,1,-0.74626863,-0.35820895,-0.2272221,-1.0,-0.26865673,-0.4477612,1.0,0.0,0.5
15489,15489_0,2,-1.0,-0.26865673,-0.4611272,-0.70149255,-0.2835821,-0.2272221,0.0,1.0,0.0
15489,15489_0,1,-0.6891892,-0.3918919,-0.41636232,-1.0,-0.2837838,-0.20818116,1.0,0.0,0.0
15489,15489_0,2,-0.7432432,-0.27027026,-0.8108108,-1.0,-0.24324325,-0.20818116,1.0,0.0,0.5
15489,15489_0,2,-1.0,-0.23076923,-0.32967034,-0.74725276,-0.26373628,-0.16664654,0.0,1.0,0.5
15489,15489_0,2,-0.6984127,-0.3015873,-0.48374906,-1.0,-0.26984128,-0.24187453,1.0,0.0,0.0
15562,15562_0,2,-0.93333334,-0.15,-1.0166667,-0.65,-0.18333334,-0.25416666,0.0,1.0,0.0
15562,15562_0,1,-1.0,-0.15625,-0.234375,-0.75,-0.203125,-0.95214844,0.0,1.0,1.0
15562,15562_0,1,-0.78333336,-0.15,-0.5,-0.7,-0.16666667,-1.0333333,0.0,1.0,1.0
15562,15562_0,1,-0.73333335,-0.18333334,-0.25,-0.85,-0.15,-1.0,1.0,0.0,1.0
15562,15562_0,1,-1.0,-0.16071428,-0.26785713,-0.91071427,-0.17857143,-0.26785713,0.0,1.0,0.5
15562,15562_0,2,-0.9019608,-0.19607843,-0.5997693,-1.0,-0.1764706,-0.29411766,1.0,0.0,0.0
15562,15562_0,1,-0.78723407,-0.23404256,-0.33272976,-1.0,-0.19148937,-0.33272976,1.0,0.0,0.5
15562,15562_0,2,-0.78333336,-0.16666667,-1.0333333,-0.5833333,-0.18333334,-0.51666665,0.0,1.0,0.0
15562,15562_0,1,-0.70454544,-0.3409091,-0.348657,-1.0,-0.27272728,-0.7128099,1.0,0.0,1.0
15563,15563_0,2,-1.0,-0.21,-0.606,-0.7,-0.24,-0.1515,0.0,1.0,0.0
15563,15563_0,2,-0.7522124,-0.26548672,-0.5356723,-1.0,-0.20353982,-0.13274336,1.0,0.0,0.0
15563,15563_0,2,-0.8915663,-0.27710843,-0.74031067,-1.0,-0.24096386,-0.36144578,1.0,0.0,0.0
15563,15563_0,2,-1.0,-0.21978022,-0.6593407,-0.85714287,-0.2857143,-0.16483517,0.0,1.0,0.0
15563,15563_0,1,-0.9,-0.23,-0.15,-1.0,-0.21,-0.15,1.0,0.0,0.5
15563,15563_0,1,-1.0,-0.23076923,-0.16483517,-0.9010989,-0.25274727,-0.33329308,0.0,1.0,1.0
15563,15563_0,2,-1.0,-0.25301206,-0.18507767,-0.79518074,-0.30120483,-0.18507767,0.0,1.0,0.5
15563,15563_0,1,-0.74698794,-0.30120483,-0.37015533,-1.0,-0.27710843,-0.74031067,1.0,0.0,1.0
15563,15563_0,2,-1.0,-0.33333334,-0.3944773,-0.7051282,-0.43589744,-0.19477318,0.0,1.0,0.0
15572,15572_0,1,-0.8363636,-0.5272727,-0.54545456,-1.0,-0.47272727,-0.5553719,1.0,0.0,1.0
15572,15572_0,2,-0.46666667,-0.5,-1.0,-0.6333333,-0.43333334,-0.25833333,1.0,0.0,0.5
15572,15572_0,1,-1.0,-0.68421054,-0.7894737,-0.84210527,-0.81578946,-0.41551247,0.0,1.0,0.5
15572,15572_0,2,-0.8,-0.53333336,-1.0333333,-0.68333334,-0.5833333,-1.0166667,0.0,1.0,0.0
15572,15572_0,2,-0.6666667,-0.55,-1.0,-0.53333336,-0.6333333,-0.5,0.0,1.0,0.0
15572,15572_0,2,-0.56666666,-0.48333332,-1.0166667,-0.6666667,-0.41666666,-0.25416666,1.0,0.0,0.0
15572,15572_0,2,-0.6666667,-0.41666666,-0.25,-0.46666667,-0.5,-1.0,0.0,1.0,1.0
15572,15572_0,1,-0.46666667,-0.53333336,-1.0,-0.6666667,-0.48333332,-0.5083333,1.0,0.0,0.5
15572,15572_0,2,-0.9166667,-0.43333334,-1.0,-0.6333333,-0.5,-0.51666665,0.0,1.0,0.5
15597,15597_0,2,-1.0,-0.15,-0.25416666,-0.75,-0.16666667,-0.25833333,0.0,1.0,1.0
15597,15597_0,1,-0.78333336,-0.11666667,-1.0,-0.55,-0.15,-1.0333333,0.0,1.0,1.0
15597,15597_0,2,-0.81666666,-0.15,-1.0,-0.5833333,-0.16666667,-0.25,0.0,1.0,0.0
15597,15597_0,1,-0.7941176,-0.11764706,-0.22707613,-1.0,-0.10294118,-0.22383218,1.0,0.0,0.0
15597,15597_0,1,-1.0,-0.11666667,-0.5,-0.75,-0.15,-1.0333333,0.0,1.0,1.0
15597,15597_0,2,-1.0,-0.14285715,-0.31236985,-0.75510204,-0.18367347,-0.6247397,0.0,1.0,1.0
15597,15597_0,2,-0.8,-0.16363636,-0.27768594,-1.0,-0.14545454,-0.54545456,1.0,0.0,0.5
15597,15597_0,1,-1.0,-0.11666667,-0.51666665,-0.8,-0.15,-0.5,0.0,1.0,0.0
15597,15597_0,2,-0.9166667,-0.11666667,-1.0166667,-0.68333334,-0.13333334,-0.25416666,0.0,1.0,0.0
15603,15603_0,2,-1.0,-0.16,-0.612,-0.75,-0.18,-0.1515,0.0,1.0,0.0
15603,15603_0,1,-0.8,-0.24210526,-0.63822716,-1.0,-0.17894737,-0.63822716,1.0,0.0,0.5
15603,15603_0,1,-1.0,-0.16842106,-0.6315789,-0.7473684,-0.18947369,-0.32243767,0.0,1.0,0.5
15603,15603_0,1,-1.0,-0.17,-0.3,-0.75,-0.23,-0.1515,0.0,1.0,0.5
15603,15603_0,2,-1.0,-0.17,-0.306,-0.7,-0.19,-0.1515,0.0,1.0,0.0
15603,15603_0,2,-1.0,-0.19090909,-0.13884297,-0.7,-0.25454545,-0.27768594,0.0,1.0,1.0
15603,15603_0,1,-0.75454545,-0.18181819,-0.54545456,-1.0,-0.15454546,-0.13884297,1.0,0.0,0.5
15603,15603_0,2,-0.74452555,-0.17518248,-0.11028824,-1.0,-0.15328467,-0.2189781,1.0,0.0,0.5
15603,15603_0,1,-0.69473684,-0.2,-0.31911358,-1.0,-0.16842106,-0.15955679,1.0,0.0,0.0
15662,15662_0,1,-0.25,-0.16666667,-0.25416666,-0.33333334,-0.15,-1.0333333,1.0,0.0,1.0
15662,15662_0,2,-0.31666666,-0.16666667,-1.0166667,-0.25,-0.21666667,-1.0166667,0.0,1.0,0.5
15662,15662_0,1,-0.31666666,-0.15,-1.0,-0.23333333,-0.16666667,-0.51666665,0.0,1.0,0.5
15662,15662_0,2,-0.5,-0.43333334,-0.51666665,-0.6666667,-0.33333334,-1.0,1.0,0.0,0.5
15662,15662_0,2,-0.6666667,-0.33333334,-1.0666667,-0.46666667,-0.36666667,-0.51666665,0.0,1.0,0.0
15662,15662_0,1,-0.73333335,-0.4,-0.53333336,-0.5,-0.53333336,-1.0666667,0.0,1.0,1.0
15662,15662_0,1,-0.36666667,-0.16666667,-0.25833333,-0.28333333,-0.18333334,-1.0,0.0,1.0,0.5
15662,15662_0,1,-0.6666667,-0.46666667,-0.51666665,-0.9,-0.4,-1.0,1.0,0.0,0.5
15662,15662_0,1,-0.6333333,-0.3,-0.51666665,-0.43333334,-0.36666667,-1.0333333,0.0,1.0,1.0
15704,15704_0,2,-1.0,-0.06428572,-0.21581633,-0.85,-0.071428575,-0.21428572,0.0,1.0,0.0
15704,15704_0,1,-0.7525773,-0.10309278,-0.6185567,-1.0,-0.0927835,-0.15782762,1.0,0.0,0.5
15704,15704_0,2,-0.8556701,-0.10309278,-0.15782762,-1.0,-0.0927835,-0.30927834,1.0,0.0,0.5
15704,15704_0,2,-1.0,-0.088709675,-0.49167535,-0.8548387,-0.09677419,-0.48777315,0.0,1.0,0.0
15704,15704_0,1,-0.79611653,-0.1262136,-0.29126215,-1.0,-0.106796116,-0.5825243,1.0,0.0,1.0
15704,15704_0,1,-1.0,-0.0776699,-0.14704496,-0.8446602,-0.097087376,-0.5881798,0.0,1.0,1.0
15704,15704_0,2,-1.0,-0.0776699,-0.14563107,-0.69902915,-0.097087376,-0.5825243,0.0,1.0,1.0
15704,15704_0,2,-1.0,-0.097087376,-0.2940899,-0.69902915,-0.106796116,-0.5825243,0.0,1.0,0.5
15704,15704_0,1,-0.7,-0.071428575,-0.21734694,-1.0,-0.06428572,-0.42857143,1.0,0.0,0.5
15707,15707_0,1,-0.6333333,-0.2,-0.25416666,-0.8333333,-0.18333334,-1.0333333,1.0,0.0,1.0
15707,15707_0,2,-0.8,-0.18333334,-1.0166667,-0.6333333,-0.25,-1.0166667,0.0,1.0,0.5
15707,15707_0,1,-0.6,-0.2,-0.51666665,-0.8,-0.18333334,-1.0,1.0,0.0,0.5
15707,15707_0,2,-1.0,-0.22,-0.6,-0.76,-0.3,-0.306,0.0,1.0,0.5
15707,15707_0,1,-0.7,-0.24,-0.306,-1.0,-0.22,-0.624,1.0,0.0,1.0
15707,15707_0,2,-1.0,-0.25,-0.27742347,-0.6964286,-0.32142857,-0.55484694,0.0,1.0,1.0
15707,15707_0,1,-0.7,-0.21666667,-1.0,-0.93333334,-0.18333334,-0.25833333,1.0,0.0,0.5
15707,15707_0,1,-1.0,-0.20289855,-0.4347826,-0.7536232,-0.23188406,-0.22054191,0.0,1.0,0.5
15707,15707_0,2,-1.0,-0.22916667,-0.3190104,-0.6875,-0.25,-0.6380208,0.0,1.0,1.0
15780,15780_0,1,-0.85365856,-0.20731707,-0.36585367,-1.0,-0.18292683,-0.37031528,1.0,0.0,1.0
15780,15780_0,2,-0.95,-0.25,-0.25833333,-0.71666664,-0.28333333,-1.0,0.0,1.0,0.5
15780,15780_0,2,-0.84210527,-0.31578946,-0.2723915,-1.0,-0.2631579,-0.5263158,1.0,0.0,0.5
15780,15780_0,1,-1.0,-0.25,-0.8564815,-0.8611111,-0.2777778,-0.8449074,0.0,1.0,0.0
15780,15780_0,1,-1.0,-0.31666666,-1.0,-0.8,-0.36666667,-0.5,0.0,1.0,0.0
15780,15780_0,1,-1.0,-0.23333333,-0.25416666,-0.85,-0.28333333,-1.0166667,0.0,1.0,1.0
15780,15780_0,1,-1.0,-0.23333333,-0.25,-0.7,-0.28333333,-1.0,0.0,1.0,1.0
15780,15780_0,2,-1.0,-0.28333333,-0.5083333,-0.7,-0.3,-1.0,0.0,1.0,0.5
15780,15780_0,2,-1.0,-0.18292683,-0.73170733,-0.69512194,-0.20731707,-0.37477693,0.0,1.0,0.5
15792,15792_0,1,-0.06666667,-0.033333335,-0.25416666,-0.1,-0.016666668,-1.0166667,1.0,0.0,1.0
15792,15792_0,1,-0.11666667,-0.016666668,-0.25,-0.083333336,-0.033333335,-1.0166667,0.0,1.0,1.0
15792,15792_0,1,-0.083333336,-0.016666668,-0.5,-0.06666667,-0.033333335,-1.0333333,0.0,1.0,1.0
15792,15792_0,2,-0.083333336,-0.016666668,-1.0,-0.06666667,-0.033333335,-0.25,0.0,1.0,0.0
15792,15792_0,1,-0.4,-0.06666667,-1.0,-0.33333334,-0.13333334,-1.0,0.0,1.0,0.5
15792,15792_0,2,-0.13333334,-0.06666667,-1.0333333,-0.16666667,-0.033333335,-0.5,1.0,0.0,0.0
15792,15792_0,1,-0.33333334,-0.06666667,-1.1333333,-0.26666668,-0.13333334,-1.1333333,0.0,1.0,0.5
15792,15792_0,1,-0.06666667,-0.033333335,-0.51666665,-0.083333336,-0.016666668,-1.0333333,1.0,0.0,1.0
15792,15792_0,2,-0.16666667,-0.033333335,-1.0666667,-0.1,-0.06666667,-0.51666665,0.0,1.0,0.0
15805,15805_0,2,-0.7480315,-0.39370078,-0.11997024,-1.0,-0.33858266,-0.119040236,1.0,0.0,0.0
15805,15805_0,1,-0.6969697,-0.45454547,-0.61830425,-1.0,-0.34343433,-0.6060606,1.0,0.0,0.0
15805,15805_0,2,-1.0,-0.4,-0.5714286,-0.6952381,-0.45714286,-0.14285715,0.0,1.0,0.0
15805,15805_0,2,-1.0,-0.22377622,-0.10562864,-0.7972028,-0.25174826,-0.10636217,0.0,1.0,1.0
